Type;POS;Headword;Rank;Freq;Range;NormFreq;NormRange
roman?;;;2274;1;1;57.817;1.000
roman?n;;;2274;1;1;57.817;1.000
roman?nda;;;2274;1;1;57.817;1.000
rooseveltke;;;2274;1;1;57.817;1.000
rossiyada;;;2274;1;1;57.817;1.000
rossiyadan;;;2274;1;1;57.817;1.000
rossiyas?;;;2274;1;1;57.817;1.000
ruda;;;2274;1;1;57.817;1.000
rudas?;;;2274;1;1;57.817;1.000
ruhland?rd?;;;2274;1;1;57.817;1.000
ruslan;;;2274;1;1;57.817;1.000
ruslar;;;2274;1;1;57.817;1.000
rustamn??;;;2274;1;1;57.817;1.000
ruwlard??;;;2274;1;1;57.817;1.000
ruw?;;;2274;1;1;57.817;1.000
ruw?nan;;;2274;1;1;57.817;1.000
ruxsat;;;2274;1;1;57.817;1.000
ruxullo;;;2274;1;1;57.817;1.000
ruzvelt;;;2274;1;1;57.817;1.000
r?wiyatlar;;;2274;1;1;57.817;1.000
sabaqlar;;;2274;1;1;57.817;1.000
sabaqlar?;;;2274;1;1;57.817;1.000
sabir;;;2274;1;1;57.817;1.000
sabirdi?;;;2274;1;1;57.817;1.000
sab?rl?;;;2274;1;1;57.817;1.000
sab?rl?q;;;2274;1;1;57.817;1.000
sab?rl?qqa;;;2274;1;1;57.817;1.000
sab?rl?qt?;;;2274;1;1;57.817;1.000
sadaqatl?;;;2274;1;1;57.817;1.000
saddi;;;2274;1;1;57.817;1.000
safaliq;;;2274;1;1;57.817;1.000
safaviyler;;;2274;1;1;57.817;1.000
saib;;;2274;1;1;57.817;1.000
said;;;2274;1;1;57.817;1.000
sala;;;2274;1;1;57.817;1.000
salalar?n??;;;2274;1;1;57.817;1.000
salamatl?q;;;2274;1;1;57.817;1.000
salamn??;;;2274;1;1;57.817;1.000
salaxov;;;2274;1;1;57.817;1.000
sald?m;;;2274;1;1;57.817;1.000
salq?nraq;;;2274;1;1;57.817;1.000
saltanatl?;;;2274;1;1;57.817;1.000
saltanat?n;;;2274;1;1;57.817;1.000
salyani;;;2274;1;1;57.817;1.000
sal?;;;2274;1;1;57.817;1.000
sal?st?r?w;;;2274;1;1;57.817;1.000
sal?w;;;2274;1;1;57.817;1.000
sal?wsh?;;;2274;1;1;57.817;1.000
sal?an;;;2274;1;1;57.817;1.000
sal?anda;;;2274;1;1;57.817;1.000
samad;;;2274;1;1;57.817;1.000
samal;;;2274;1;1;57.817;1.000
samald??;;;2274;1;1;57.817;1.000
samal?n??;;;2274;1;1;57.817;1.000
samangan;;;2274;1;1;57.817;1.000
samaniyler;;;2274;1;1;57.817;1.000
samarqand;;;2274;1;1;57.817;1.000
samarqandl?;;;2274;1;1;57.817;1.000
samarqandqa;;;2274;1;1;57.817;1.000
samarqandta;;;2274;1;1;57.817;1.000
samarqandta??;;;2274;1;1;57.817;1.000
samaved?;;;2274;1;1;57.817;1.000
samiy;;;2274;1;1;57.817;1.000
samsar?;;;2274;1;1;57.817;1.000
samur;;;2274;1;1;57.817;1.000
samxitler;;;2274;1;1;57.817;1.000
sanaatt??;;;2274;1;1;57.817;1.000
sanaat?n??;;;2274;1;1;57.817;1.000
sanalad?;;;2274;1;1;57.817;1.000
sanal?an;;;2274;1;1;57.817;1.000
sana?an;;;2274;1;1;57.817;1.000
sankxya;;;2274;1;1;57.817;1.000
sankxyan??;;;2274;1;1;57.817;1.000
sanlar?;;;2274;1;1;57.817;1.000
san?n;;;2274;1;1;57.817;1.000
san?na;;;2274;1;1;57.817;1.000
san?n??;;;2274;1;1;57.817;1.000
sap;;;2274;1;1;57.817;1.000
saparda;;;2274;1;1;57.817;1.000
sapar?nan;;;2274;1;1;57.817;1.000
saplast?r?an;;;2274;1;1;57.817;1.000
saqlanbaqta;;;2274;1;1;57.817;1.000
saqlanbay;;;2274;1;1;57.817;1.000
saqlan?w?;;;2274;1;1;57.817;1.000
saqlan?w?na;;;2274;1;1;57.817;1.000
saqlap;;;2274;1;1;57.817;1.000
saqlaw;;;2274;1;1;57.817;1.000
saqlaw?a;;;2274;1;1;57.817;1.000
saqlayd?;;;2274;1;1;57.817;1.000
saq?w;;;2274;1;1;57.817;1.000
sara;;;2274;1;1;57.817;1.000
saraydan;;;2274;1;1;57.817;1.000
saraylar;;;2274;1;1;57.817;1.000
saray?na;;;2274;1;1;57.817;1.000
saray?nan;;;2274;1;1;57.817;1.000
saray?a;;;2274;1;1;57.817;1.000
sarioshuq;;;2274;1;1;57.817;1.000
sarivelli;;;2274;1;1;57.817;1.000
sarkadal?lar;;;2274;1;1;57.817;1.000
sarmat;;;2274;1;1;57.817;1.000
sarplan?an;;;2274;1;1;57.817;1.000
sar?;;;2274;1;1;57.817;1.000
sar?pla?an;;;2274;1;1;57.817;1.000
sar?qam?s;;;2274;1;1;57.817;1.000
sar?ayd?m;;;2274;1;1;57.817;1.000
satiral?q;;;2274;1;1;57.817;1.000
satirash?;;;2274;1;1;57.817;1.000
satira?a;;;2274;1;1;57.817;1.000
sattva;;;2274;1;1;57.817;1.000
sat?w?a;;;2274;1;1;57.817;1.000
saudiya;;;2274;1;1;57.817;1.000
savickiy;;;2274;1;1;57.817;1.000
sawash;;;2274;1;1;57.817;1.000
sawashqa;;;2274;1;1;57.817;1.000
sawat;;;2274;1;1;57.817;1.000
sawat?;;;2274;1;1;57.817;1.000
sawl???nan;;;2274;1;1;57.817;1.000
saw?p;;;2274;1;1;57.817;1.000
saw?a;;;2274;1;1;57.817;1.000
saxnalast?r?l?an;;;2274;1;1;57.817;1.000
saxna?a;;;2274;1;1;57.817;1.000
sayaxat;;;2274;1;1;57.817;1.000
sayaxatsh?;;;2274;1;1;57.817;1.000
sayaxatsh?lar;;;2274;1;1;57.817;1.000
sayaxatta;;;2274;1;1;57.817;1.000
sayd;;;2274;1;1;57.817;1.000
sayland?;;;2274;1;1;57.817;1.000
sayl???;;;2274;1;1;57.817;1.000
say?pov;;;2274;1;1;57.817;1.000
sazende;;;2274;1;1;57.817;1.000
saz?n;;;2274;1;1;57.817;1.000
schetlarda??;;;2274;1;1;57.817;1.000
sebebinen;;;2274;1;1;57.817;1.000
sebep;;;2274;1;1;57.817;1.000
sebeplerin;;;2274;1;1;57.817;1.000
sebepshisi;;;2274;1;1;57.817;1.000
segizinshi;;;2274;1;1;57.817;1.000
seidbeyli;;;2274;1;1;57.817;1.000
seksen;;;2274;1;1;57.817;1.000
selew;;;2274;1;1;57.817;1.000
selge;;;2274;1;1;57.817;1.000
seloda;;;2274;1;1;57.817;1.000
semey;;;2274;1;1;57.817;1.000
semid;;;2274;1;1;57.817;1.000
seplep;;;2274;1;1;57.817;1.000
ser;;;2274;1;1;57.817;1.000
serbaba;;;2274;1;1;57.817;1.000
sergeevich;;;2274;1;1;57.817;1.000
servis;;;2274;1;1;57.817;1.000
sesli;;;2274;1;1;57.817;1.000
sevil;;;2274;1;1;57.817;1.000
sevryuga;;;2274;1;1;57.817;1.000
seydal?n?n;;;2274;1;1;57.817;1.000
seydbeyli;;;2274;1;1;57.817;1.000
seziledi;;;2274;1;1;57.817;1.000
sezimine;;;2274;1;1;57.817;1.000
sezimler;;;2274;1;1;57.817;1.000
sezimlerdi;;;2274;1;1;57.817;1.000
sezimlik;;;2274;1;1;57.817;1.000
seziw;;;2274;1;1;57.817;1.000
seziwlerdi;;;2274;1;1;57.817;1.000
seziwshilik;;;2274;1;1;57.817;1.000
sezler;;;2274;1;1;57.817;1.000
shadim?lkti;;;2274;1;1;57.817;1.000
shadim?lkti?;;;2274;1;1;57.817;1.000
shahrux;;;2274;1;1;57.817;1.000
shaki;;;2274;1;1;57.817;1.000
shala;;;2274;1;1;57.817;1.000
shama;;;2274;1;1;57.817;1.000
shamalas?;;;2274;1;1;57.817;1.000
shamalaw?a;;;2274;1;1;57.817;1.000
shamas?nda;;;2274;1;1;57.817;1.000
shamshir;;;2274;1;1;57.817;1.000
shappat;;;2274;1;1;57.817;1.000
shaqqan;;;2274;1;1;57.817;1.000
shaq?rd?;;;2274;1;1;57.817;1.000
shaq?r?qt?;;;2274;1;1;57.817;1.000
shaq?r?n;;;2274;1;1;57.817;1.000
sharayatlarda;;;2274;1;1;57.817;1.000
shar?nda;;;2274;1;1;57.817;1.000
shar?n??;;;2274;1;1;57.817;1.000
shash?l?an;;;2274;1;1;57.817;1.000
shash?p;;;2274;1;1;57.817;1.000
shataq;;;2274;1;1;57.817;1.000
shauding;;;2274;1;1;57.817;1.000
shaxmat;;;2274;1;1;57.817;1.000
shaxnaman?;;;2274;1;1;57.817;1.000
shaxruq;;;2274;1;1;57.817;1.000
shaxs;;;2274;1;1;57.817;1.000
shaxs?nem;;;2274;1;1;57.817;1.000
shaxzada;;;2274;1;1;57.817;1.000
shaxzadalard??;;;2274;1;1;57.817;1.000
shaxzadalar?;;;2274;1;1;57.817;1.000
shaxzadalar?nan;;;2274;1;1;57.817;1.000
shay;;;2274;1;1;57.817;1.000
shay?;;;2274;1;1;57.817;1.000
shay?rlardan;;;2274;1;1;57.817;1.000
shay?rlard?;;;2274;1;1;57.817;1.000
shay?rlar?nan;;;2274;1;1;57.817;1.000
shay?rlar?nda;;;2274;1;1;57.817;1.000
shay?rl???;;;2274;1;1;57.817;1.000
shay?rnizami;;;2274;1;1;57.817;1.000
shay?rsh?l?q;;;2274;1;1;57.817;1.000
shay?rsh?l?qqa;;;2274;1;1;57.817;1.000
shay?rsh?l?qt?;;;2274;1;1;57.817;1.000
shay?r?n??;;;2274;1;1;57.817;1.000
sha?araqlar?;;;2274;1;1;57.817;1.000
sha?araqtan;;;2274;1;1;57.817;1.000
sha?ara??nda;;;2274;1;1;57.817;1.000
sha??na;;;2274;1;1;57.817;1.000
sha??nda;;;2274;1;1;57.817;1.000
shchusev;;;2274;1;1;57.817;1.000
sheberi;;;2274;1;1;57.817;1.000
sheberlerinen;;;2274;1;1;57.817;1.000
sheberlik;;;2274;1;1;57.817;1.000
shegara;;;2274;1;1;57.817;1.000
shegaralar?;;;2274;1;1;57.817;1.000
shegaralar?a;;;2274;1;1;57.817;1.000
shegiwden;;;2274;1;1;57.817;1.000
shegiwine;;;2274;1;1;57.817;1.000
sheki;;;2274;1;1;57.817;1.000
shekti;;;2274;1;1;57.817;1.000
shemaxa;;;2274;1;1;57.817;1.000
sheraziydi?;;;2274;1;1;57.817;1.000
shertip;;;2274;1;1;57.817;1.000
sher?az?;;;2274;1;1;57.817;1.000
sheshen;;;2274;1;1;57.817;1.000
sheshimine;;;2274;1;1;57.817;1.000
sheshimini?;;;2274;1;1;57.817;1.000
sheship;;;2274;1;1;57.817;1.000
sheshiwshi;;;2274;1;1;57.817;1.000
shetine;;;2274;1;1;57.817;1.000
shetletilip;;;2274;1;1;57.817;1.000
she?berini?;;;2274;1;1;57.817;1.000
shi;;;2274;1;1;57.817;1.000
shigarmalar?;;;2274;1;1;57.817;1.000
shigarmalar?nda;;;2274;1;1;57.817;1.000
shina;;;2274;1;1;57.817;1.000
shirkew;;;2274;1;1;57.817;1.000
shirvan;;;2274;1;1;57.817;1.000
shirvanshahlar;;;2274;1;1;57.817;1.000
shirwan;;;2274;1;1;57.817;1.000
shiyki;;;2274;1;1;57.817;1.000
shomanay;;;2274;1;1;57.817;1.000
shomilov;;;2274;1;1;57.817;1.000
shoqq?;;;2274;1;1;57.817;1.000
shoqq?lar?n??;;;2274;1;1;57.817;1.000
shoqq?s?;;;2274;1;1;57.817;1.000
shor;;;2274;1;1;57.817;1.000
shorlan?w?;;;2274;1;1;57.817;1.000
shoro;;;2274;1;1;57.817;1.000
shoshqa;;;2274;1;1;57.817;1.000
shri;;;2274;1;1;57.817;1.000
shumer;;;2274;1;1;57.817;1.000
shuq?r;;;2274;1;1;57.817;1.000
shushadagi;;;2274;1;1;57.817;1.000
shu??lland?;;;2274;1;1;57.817;1.000
shu??llan?lad?;;;2274;1;1;57.817;1.000
shu??llan?w?n;;;2274;1;1;57.817;1.000
shu??llan?an;;;2274;1;1;57.817;1.000
shveycariyada;;;2274;1;1;57.817;1.000
sh?kirtleri;;;2274;1;1;57.817;1.000
sh?kirttke;;;2274;1;1;57.817;1.000
sh?rt;;;2274;1;1;57.817;1.000
sh?rtler;;;2274;1;1;57.817;1.000
sh?rtleri;;;2274;1;1;57.817;1.000
sh?rtlerin;;;2274;1;1;57.817;1.000
sh?rtnamalar;;;2274;1;1;57.817;1.000
sh?rtnaman?;;;2274;1;1;57.817;1.000
sh?rtnamas?na;;;2274;1;1;57.817;1.000
sh?rwash?l?q;;;2274;1;1;57.817;1.000
sh?wketli;;;2274;1;1;57.817;1.000
sh?lde;;;2274;1;1;57.817;1.000
sh?listanl?qlard?;;;2274;1;1;57.817;1.000
sh?listanl?qt??;;;2274;1;1;57.817;1.000
sh?listanl???;;;2274;1;1;57.817;1.000
sh?listanl???n??;;;2274;1;1;57.817;1.000
sh?lkemi;;;2274;1;1;57.817;1.000
sh?lkemlerge;;;2274;1;1;57.817;1.000
sh?lkemlestirgende;;;2274;1;1;57.817;1.000
sh?lkemlestirilgen;;;2274;1;1;57.817;1.000
sh?lkemlestirilip;;;2274;1;1;57.817;1.000
sh?llerinde;;;2274;1;1;57.817;1.000
sh?lp?qt??;;;2274;1;1;57.817;1.000
sh?mbay;;;2274;1;1;57.817;1.000
sh?nj?r;;;2274;1;1;57.817;1.000
sh?nj?rma;;;2274;1;1;57.817;1.000
sh?nl?q;;;2274;1;1;57.817;1.000
sh?qan;;;2274;1;1;57.817;1.000
sh?qpayd?;;;2274;1;1;57.817;1.000
sh?qpa?an;;;2274;1;1;57.817;1.000
sh?qqanda;;;2274;1;1;57.817;1.000
sh?qqanlard?;;;2274;1;1;57.817;1.000
sh?qqanl???n;;;2274;1;1;57.817;1.000
sh?qsa?;;;2274;1;1;57.817;1.000
sh?raqqala;;;2274;1;1;57.817;1.000
sh?ray;;;2274;1;1;57.817;1.000
sh?ra??m;;;2274;1;1;57.817;1.000
sh??lard?;;;2274;1;1;57.817;1.000
sh??ar;;;2274;1;1;57.817;1.000
sh??ara;;;2274;1;1;57.817;1.000
sh??ard?;;;2274;1;1;57.817;1.000
sh??armadan;;;2274;1;1;57.817;1.000
sh??armalardan;;;2274;1;1;57.817;1.000
sh??armalard?;;;2274;1;1;57.817;1.000
sh??armalard??;;;2274;1;1;57.817;1.000
sh??arman??;;;2274;1;1;57.817;1.000
sh??armas?;;;2274;1;1;57.817;1.000
sh??armas?nda;;;2274;1;1;57.817;1.000
sh??ar?lad?;;;2274;1;1;57.817;1.000
sh??ar?ld?;;;2274;1;1;57.817;1.000
sh??ar?wd??;;;2274;1;1;57.817;1.000
sh??ar?wsh?;;;2274;1;1;57.817;1.000
sh??ar?anda;;;2274;1;1;57.817;1.000
sh??atu??nl???n;;;2274;1;1;57.817;1.000
sh??rmalar?n??;;;2274;1;1;57.817;1.000
sh???ld?;;;2274;1;1;57.817;1.000
sh???sta??;;;2274;1;1;57.817;1.000
sh???st??;;;2274;1;1;57.817;1.000
sh???w;;;2274;1;1;57.817;1.000
sh???w?;;;2274;1;1;57.817;1.000
sh???w?na;;;2274;1;1;57.817;1.000
sh???w?nan;;;2274;1;1;57.817;1.000
siltemeler;;;2274;1;1;57.817;1.000
simfoniyalar?;;;2274;1;1;57.817;1.000
sina;;;2274;1;1;57.817;1.000
singapur;;;2274;1;1;57.817;1.000
sintetikal?q;;;2274;1;1;57.817;1.000
sionizm;;;2274;1;1;57.817;1.000
siriya;;;2274;1;1;57.817;1.000
sistemadan;;;2274;1;1;57.817;1.000
sistemalard??;;;2274;1;1;57.817;1.000
sisteman?;;;2274;1;1;57.817;1.000
siyasat?;;;2274;1;1;57.817;1.000
siyrek;;;2274;1;1;57.817;1.000
sizde;;;2274;1;1;57.817;1.000
sizden;;;2274;1;1;57.817;1.000
sizge;;;2274;1;1;57.817;1.000
si?ip;;;2274;1;1;57.817;1.000
si?irgen;;;2274;1;1;57.817;1.000
skluptor;;;2274;1;1;57.817;1.000
socialistlik;;;2274;1;1;57.817;1.000
sociall?q;;;2274;1;1;57.817;1.000
soda;;;2274;1;1;57.817;1.000
sohilida;;;2274;1;1;57.817;1.000
sokrat;;;2274;1;1;57.817;1.000
son;;;2274;1;1;57.817;1.000
sondaym?z;;;2274;1;1;57.817;1.000
sonl?qtan;;;2274;1;1;57.817;1.000
sonl?qtanda;;;2274;1;1;57.817;1.000
sonshama;;;2274;1;1;57.817;1.000
soql???s?w;;;2274;1;1;57.817;1.000
soql???s?wlar;;;2274;1;1;57.817;1.000
soql???s?w?a;;;2274;1;1;57.817;1.000
soq?r;;;2274;1;1;57.817;1.000
sora;;;2274;1;1;57.817;1.000
sorawlard?;;;2274;1;1;57.817;1.000
sorawlar?nan;;;2274;1;1;57.817;1.000
sora?an;;;2274;1;1;57.817;1.000
sork?l;;;2274;1;1;57.817;1.000
sotsializm;;;2274;1;1;57.817;1.000
sozad?;;;2274;1;1;57.817;1.000
so??n;;;2274;1;1;57.817;1.000
so??nda;;;2274;1;1;57.817;1.000
sparta;;;2274;1;1;57.817;1.000
spektakllerdi;;;2274;1;1;57.817;1.000
spektakllerin;;;2274;1;1;57.817;1.000
spinoza;;;2274;1;1;57.817;1.000
sporal?lar;;;2274;1;1;57.817;1.000
sporoviklerini?;;;2274;1;1;57.817;1.000
sport;;;2274;1;1;57.817;1.000
ssr;;;2274;1;1;57.817;1.000
sssr;;;2274;1;1;57.817;1.000
stanciya;;;2274;1;1;57.817;1.000
stanciyalar?nda;;;2274;1;1;57.817;1.000
stanciyas?;;;2274;1;1;57.817;1.000
stanok;;;2274;1;1;57.817;1.000
strukturalar?na;;;2274;1;1;57.817;1.000
strukturas?;;;2274;1;1;57.817;1.000
strukturas?n;;;2274;1;1;57.817;1.000
subalp;;;2274;1;1;57.817;1.000
subektlerine;;;2274;1;1;57.817;1.000
substantsiyan?;;;2274;1;1;57.817;1.000
suddxartxa;;;2274;1;1;57.817;1.000
suez;;;2274;1;1;57.817;1.000
sufiy;;;2274;1;1;57.817;1.000
suhrabt?;;;2274;1;1;57.817;1.000
sulayman;;;2274;1;1;57.817;1.000
sultan?n??;;;2274;1;1;57.817;1.000
sul?w;;;2274;1;1;57.817;1.000
sul?wl?q;;;2274;1;1;57.817;1.000
sumgaitta??;;;2274;1;1;57.817;1.000
summas?;;;2274;1;1;57.817;1.000
surnay;;;2274;1;1;57.817;1.000
suvereniteti?;;;2274;1;1;57.817;1.000
suwretke;;;2274;1;1;57.817;1.000
suw?ar?latu??n;;;2274;1;1;57.817;1.000
suxrab;;;2274;1;1;57.817;1.000
suxravardiy;;;2274;1;1;57.817;1.000
svetlov;;;2274;1;1;57.817;1.000
syujet;;;2274;1;1;57.817;1.000
syujetler;;;2274;1;1;57.817;1.000
syujetleri;;;2274;1;1;57.817;1.000
s?l;;;2274;1;1;57.817;1.000
s?lem;;;2274;1;1;57.817;1.000
s?lemberdik;;;2274;1;1;57.817;1.000
s?lemi?di;;;2274;1;1;57.817;1.000
s?tli;;;2274;1;1;57.817;1.000
s?wlelendirdi;;;2274;1;1;57.817;1.000
s?wlelendiredi;;;2274;1;1;57.817;1.000
s?wlelendirgen;;;2274;1;1;57.817;1.000
s?wlelendirilgen;;;2274;1;1;57.817;1.000
s?wlelengen;;;2274;1;1;57.817;1.000
s??girbay;;;2274;1;1;57.817;1.000
s?ngen;;;2274;1;1;57.817;1.000
s?yle;;;2274;1;1;57.817;1.000
s?ylegendegi;;;2274;1;1;57.817;1.000
s?ylep;;;2274;1;1;57.817;1.000
s?ylese;;;2274;1;1;57.817;1.000
s?ylesiw;;;2274;1;1;57.817;1.000
s?ylesiwde;;;2274;1;1;57.817;1.000
s?ylesken;;;2274;1;1;57.817;1.000
s?ylew;;;2274;1;1;57.817;1.000
s?zde;;;2274;1;1;57.817;1.000
s?zden;;;2274;1;1;57.817;1.000
s?zdi;;;2274;1;1;57.817;1.000
s?zini?;;;2274;1;1;57.817;1.000
s?zlerdi?;;;2274;1;1;57.817;1.000
s?zlikler;;;2274;1;1;57.817;1.000
s?zsiz;;;2274;1;1;57.817;1.000
s?yle;;;2274;1;1;57.817;1.000
s?rgin;;;2274;1;1;57.817;1.000
s?rginge;;;2274;1;1;57.817;1.000
s?rginnen;;;2274;1;1;57.817;1.000
s?rilgen;;;2274;1;1;57.817;1.000
s?rme;;;2274;1;1;57.817;1.000
s?t;;;2274;1;1;57.817;1.000
s?tke;;;2274;1;1;57.817;1.000
s?wreti;;;2274;1;1;57.817;1.000
s?wretlegen;;;2274;1;1;57.817;1.000
s?wretlemelerini?;;;2274;1;1;57.817;1.000
s?wretlengende;;;2274;1;1;57.817;1.000
s?wretleniw;;;2274;1;1;57.817;1.000
s?wretleniwin;;;2274;1;1;57.817;1.000
s?wretlerde;;;2274;1;1;57.817;1.000
s?wretleytu??n;;;2274;1;1;57.817;1.000
s?wretshilik;;;2274;1;1;57.817;1.000
s?yegi;;;2274;1;1;57.817;1.000
s?yekleri;;;2274;1;1;57.817;1.000
s?yeklerin;;;2274;1;1;57.817;1.000
s?yengende;;;2274;1;1;57.817;1.000
s?ygishlikke;;;2274;1;1;57.817;1.000
s?yip;;;2274;1;1;57.817;1.000
s?yiw;;;2274;1;1;57.817;1.000
s?yiwshilik;;;2274;1;1;57.817;1.000
s?ykelip;;;2274;1;1;57.817;1.000
s?ylin;;;2274;1;1;57.817;1.000
s?ymese;;;2274;1;1;57.817;1.000
s?ymesin;;;2274;1;1;57.817;1.000
s?;;;2274;1;1;57.817;1.000
s?nap;;;2274;1;1;57.817;1.000
s?naqtanda;;;2274;1;1;57.817;1.000
s?n?a;;;2274;1;1;57.817;1.000
s?patlamalard??;;;2274;1;1;57.817;1.000
s?patlamalar?na;;;2274;1;1;57.817;1.000
s?patlar;;;2274;1;1;57.817;1.000
s?patlar?a;;;2274;1;1;57.817;1.000
s?patl?;;;2274;1;1;57.817;1.000
s?pat?;;;2274;1;1;57.817;1.000
s?pat?nda??;;;2274;1;1;57.817;1.000
s?rd?ryan?;;;2274;1;1;57.817;1.000
s?rd?ryan??;;;2274;1;1;57.817;1.000
s?rt?nan;;;2274;1;1;57.817;1.000
s?yas?y;;;2274;1;1;57.817;1.000
s?ylas?q;;;2274;1;1;57.817;1.000
s?yl???n;;;2274;1;1;57.817;1.000
s?ymayd?;;;2274;1;1;57.817;1.000
s?ypalayd?;;;2274;1;1;57.817;1.000
s?y?n?wsh?lar?;;;2274;1;1;57.817;1.000
s?z?q;;;2274;1;1;57.817;1.000
s?z?qlar;;;2274;1;1;57.817;1.000
s?z?w;;;2274;1;1;57.817;1.000
s?z???n??;;;2274;1;1;57.817;1.000
s?z?an;;;2274;1;1;57.817;1.000
s?h;;;2274;1;1;57.817;1.000
ta;;;2274;1;1;57.817;1.000
tabatu??n;;;2274;1;1;57.817;1.000
tabriz;;;2274;1;1;57.817;1.000
tabrizdegi;;;2274;1;1;57.817;1.000
tab?lgan;;;2274;1;1;57.817;1.000
tab?lma?an;;;2274;1;1;57.817;1.000
tab?l?w?;;;2274;1;1;57.817;1.000
tab?sl?;;;2274;1;1;57.817;1.000
tab?w;;;2274;1;1;57.817;1.000
tab?w?;;;2274;1;1;57.817;1.000
tag?;;;2274;1;1;57.817;1.000
tailand;;;2274;1;1;57.817;1.000
taksonomiya;;;2274;1;1;57.817;1.000
talab?;;;2274;1;1;57.817;1.000
talad?;;;2274;1;1;57.817;1.000
talant;;;2274;1;1;57.817;1.000
talantl?l???;;;2274;1;1;57.817;1.000
talant?;;;2274;1;1;57.817;1.000
talant?n;;;2274;1;1;57.817;1.000
talan?an;;;2274;1;1;57.817;1.000
talapqa;;;2274;1;1;57.817;1.000
talas;;;2274;1;1;57.817;1.000
talasqan;;;2274;1;1;57.817;1.000
tallaw;;;2274;1;1;57.817;1.000
tal?qlayd?;;;2274;1;1;57.817;1.000
tamamlan?l?annan;;;2274;1;1;57.817;1.000
tamamlayd?;;;2274;1;1;57.817;1.000
tamamla?an;;;2274;1;1;57.817;1.000
tamamla?annan;;;2274;1;1;57.817;1.000
tamaq;;;2274;1;1;57.817;1.000
tamasa;;;2274;1;1;57.817;1.000
tamashag?yler;;;2274;1;1;57.817;1.000
tamashag?ylerge;;;2274;1;1;57.817;1.000
tamashalar;;;2274;1;1;57.817;1.000
tamashalar?;;;2274;1;1;57.817;1.000
tan;;;2274;1;1;57.817;1.000
tanaw;;;2274;1;1;57.817;1.000
tanday;;;2274;1;1;57.817;1.000
tanil?an;;;2274;1;1;57.817;1.000
tans?ql???;;;2274;1;1;57.817;1.000
tan?l?an;;;2274;1;1;57.817;1.000
tan?st?;;;2274;1;1;57.817;1.000
tan?st?rad?;;;2274;1;1;57.817;1.000
tan?st?r?w;;;2274;1;1;57.817;1.000
tan?st?r?w?a;;;2274;1;1;57.817;1.000
tan?st?r?anda;;;2274;1;1;57.817;1.000
tan?wsh?l?q;;;2274;1;1;57.817;1.000
tan?w?;;;2274;1;1;57.817;1.000
tan?w?nan;;;2274;1;1;57.817;1.000
tan?yt?w??n;;;2274;1;1;57.817;1.000
taps?r?ld?;;;2274;1;1;57.817;1.000
taqmaq;;;2274;1;1;57.817;1.000
taqmaqlar?na;;;2274;1;1;57.817;1.000
tar;;;2274;1;1;57.817;1.000
tarala;;;2274;1;1;57.817;1.000
taral?p;;;2274;1;1;57.817;1.000
taral?an;;;2274;1;1;57.817;1.000
tarawlard??;;;2274;1;1;57.817;1.000
tarawlar?nda??;;;2274;1;1;57.817;1.000
taraw?;;;2274;1;1;57.817;1.000
taraw?nda;;;2274;1;1;57.817;1.000
taraw?n??;;;2274;1;1;57.817;1.000
tarepinen;;;2274;1;1;57.817;1.000
tariyx;;;2274;1;1;57.817;1.000
tariyxiy;;;2274;1;1;57.817;1.000
tariyxqa;;;2274;1;1;57.817;1.000
tariyxsh?s?;;;2274;1;1;57.817;1.000
tariyxs?z;;;2274;1;1;57.817;1.000
tarmaqlar?;;;2274;1;1;57.817;1.000
tarmaqlar?nan;;;2274;1;1;57.817;1.000
tarmaqlar?a;;;2274;1;1;57.817;1.000
tarma??;;;2274;1;1;57.817;1.000
tarqad?;;;2274;1;1;57.817;1.000
tarqal?w?na;;;2274;1;1;57.817;1.000
tarqat?w;;;2274;1;1;57.817;1.000
tartarl?q;;;2274;1;1;57.817;1.000
tart?l?p;;;2274;1;1;57.817;1.000
tart?nba?an;;;2274;1;1;57.817;1.000
tart?slar;;;2274;1;1;57.817;1.000
tar?;;;2274;1;1;57.817;1.000
tar?ma;;;2274;1;1;57.817;1.000
tar?yx?;;;2274;1;1;57.817;1.000
tashaw?z;;;2274;1;1;57.817;1.000
tashkent;;;2274;1;1;57.817;1.000
tashkentte;;;2274;1;1;57.817;1.000
taslanad?;;;2274;1;1;57.817;1.000
taslan?annan;;;2274;1;1;57.817;1.000
taslap;;;2274;1;1;57.817;1.000
taslar;;;2274;1;1;57.817;1.000
taslasaq;;;2274;1;1;57.817;1.000
tasla?an;;;2274;1;1;57.817;1.000
tastan;;;2274;1;1;57.817;1.000
tast?yqlan?w?;;;2274;1;1;57.817;1.000
tast?y?qlawsh?;;;2274;1;1;57.817;1.000
tast?y?qlayd?;;;2274;1;1;57.817;1.000
tatar;;;2274;1;1;57.817;1.000
tatlar;;;2274;1;1;57.817;1.000
tawda;;;2274;1;1;57.817;1.000
tawd??;;;2274;1;1;57.817;1.000
tawlar;;;2274;1;1;57.817;1.000
tawlarda;;;2274;1;1;57.817;1.000
tawlar?in;;;2274;1;1;57.817;1.000
tawlar?na;;;2274;1;1;57.817;1.000
taws?lmaytu??n;;;2274;1;1;57.817;1.000
taw?nan;;;2274;1;1;57.817;1.000
taw?nda;;;2274;1;1;57.817;1.000
taxminan?xan?m;;;2274;1;1;57.817;1.000
